team_id,user_id,date_joined
7683402,124211632,2014-08-15T11:32:55.000000Z
7781029,124669158,2021-10-10T05:46:55.925Z
2879409,124780194,2014-10-19T14:00:06.000000Z
8261404,124796795,2021-04-30T18:19:41.165Z
3967527,125328301,2011-09-17T11:38:43.000000Z
7683649,125571263,2012-04-20T09:07:59.000000Z
1520578,125581247,2015-01-19T09:28:49.000000Z
6662123,125686323,2020-08-04T15:43:04.625Z
7685097,125794817,2020-06-26T03:41:09.815Z
8254112,125941160,2016-10-10T20:02:10.000000Z
8131728,125995177,2014-04-01T18:16:50.000000Z
5870924,126253073,2016-03-07T23:00:01.000000Z
7767175,126323933,2018-02-07T09:21:18.565Z
7009130,126340643,2011-01-01T12:10:56.000000Z
6767209,126378949,2012-01-12T22:46:15.000000Z
7356881,126397214,2016-03-11T07:51:47.000000Z
6820176,127548726,2021-04-03T19:19:36.461Z
7653152,128093825,2011-11-05T05:29:11.000000Z
3689321,128214794,2014-10-25T03:16:27.000000Z
5896013,128367019,2015-03-21T01:27:50.000000Z
7438854,129184871,2020-09-19T18:14:56.599Z
8062087,129315212,2018-09-02T14:16:52.000000Z
2879870,129430590,2019-01-18T12:50:52.678Z
8124688,129683931,2015-02-11T17:20:05.000000Z
5464491,129848451,2011-10-03T10:36:48.000000Z
5229568,129856548,2020-09-15T00:59:54.239Z
7529209,130001137,2020-01-06T04:20:33.590Z
5407995,130049546,2010-12-07T03:17:29.000000Z
7999159,130291279,2015-11-25T16:02:58.161Z
7423953,130503714,2012-02-17T04:46:22.000000Z
7220097,131135706,2014-08-08T15:06:27.000000Z
7057520,131330953,2017-08-24T10:52:26.000000Z
8124991,131525276,2021-03-11T20:01:14.231Z
7139457,131568522,2020-08-31T17:56:59.364Z
8253505,131706718,2016-09-24T13:54:39.080Z
6465093,131766964,2015-09-21T19:28:25.000000Z
8590460,131777279,2019-02-16T22:54:30.024Z
8597183,131788300,2015-03-16T10:42:05.000000Z
8119552,131823301,2014-08-14T03:55:54.000000Z
7119039,132291754,2013-11-06T15:54:36.000000Z
7682417,132553345,2011-10-05T13:10:05.000000Z
8215803,133558180,2021-10-08T09:45:24.836Z
4122483,133649808,2017-12-13T06:25:50.384Z
7219525,133705802,2013-01-18T22:46:05.000000Z
6322636,133807400,2017-06-05T17:27:57.000000Z
3214086,133972650,2018-08-07T01:23:28.833Z
3339205,134121021,2019-05-02T13:13:46.369Z
7684363,135178273,2021-11-07T08:22:35.247Z
7001626,135596324,2014-09-14T22:11:55.000000Z
7059982,135878232,2012-11-22T07:20:30.000000Z
7099096,136131344,2016-10-07T20:07:16.000000Z
8254446,136146286,2014-12-31T05:05:22.000000Z
7697999,136187546,2016-07-25T22:23:22.000000Z
7650624,136273116,2014-12-28T07:43:24.000000Z
7684984,136479217,2017-10-12T16:06:49.000000Z
8204512,136624722,2013-12-03T02:24:47.000000Z
7684934,136740553,2015-09-25T02:25:50.000000Z
7001412,136844585,2016-04-20T08:01:21.000000Z
2634810,136980762,2014-01-29T09:07:55.000000Z
7936283,137014785,2020-09-19T21:30:45.620Z
2794137,137276883,2017-11-21T23:23:28.440Z
6878710,137438317,2021-11-08T23:55:59.607Z
4258537,138147512,2015-11-07T09:09:20.000000Z
7684843,138458104,2019-03-07T17:24:24.219Z
8090063,138740181,2011-01-15T07:05:32.000000Z
8582076,139031324,2017-08-04T14:14:46.000000Z
4,139174891,2011-08-28T05:25:56.000000Z
7422393,139280377,2016-01-01T17:55:56.000000Z
7995869,139460025,2012-08-01T23:46:08.000000Z
7684655,139790217,2015-04-07T05:20:41.000000Z
7683937,139985766,2017-04-19T05:51:01.757Z
8574561,140095766,2017-05-14T23:31:59.000000Z
5969957,140155883,2012-04-13T17:21:41.000000Z
6738297,140953773,2016-06-10T18:32:21.000000Z
7683147,141355232,2021-06-17T16:39:51.417Z
7299964,141833801,2012-10-30T00:33:42.000000Z
7653669,142051087,2011-01-07T17:29:22.000000Z
7731522,142194034,2014-12-03T11:20:35.000000Z
8091391,143213147,2019-12-30T05:29:31.714Z
6142659,143306527,2011-05-05T23:10:39.000000Z
8022778,144870065,2017-05-18T03:12:16.294Z
7684937,145298872,2019-09-18T10:55:32.500Z
8168128,145331311,2013-10-23T03:22:53.000000Z
4256312,145335241,2014-03-22T15:52:45.000000Z
8118919,145372258,2019-11-26T16:08:12.034Z
4183862,146004589,2020-11-20T11:43:01.432Z
7236678,146969247,2017-05-14T08:07:28.000000Z
8090712,147134765,2019-10-05T07:10:52.454Z
8310936,148180390,2021-11-02T23:18:19.171Z
6710145,148826785,2017-09-01T08:47:09.446Z
1681716,148962300,2014-09-18T00:12:33.000000Z
7371674,149295846,2017-11-24T18:35:15.000000Z
6768128,149809279,2016-07-15T13:08:19.000000Z
6188649,150197164,2015-09-15T12:28:35.371Z
6488941,151460217,2013-12-19T13:03:56.000000Z
5922724,151561666,2018-05-15T03:22:30.000000Z
8124962,152122881,2015-02-24T03:04:01.000000Z
5895547,152715081,2019-11-06T10:43:06.458Z
8158923,152915953,2017-08-21T03:23:40.000000Z
7716538,152960698,2017-10-16T01:13:27.479Z
